公司代號,公司名稱,備註,上月比較增減(%),上月營收,去年同月增減(%),去年當月營收,當月營收,前期比較增減(%),去年累計營收,當月累計營收,年月,上市別
6796,晉弘,-,30.01,50462,10.99,59112,65609,20.72,402473,485871,110/12,TSE
1802,台玻,-,7.96,4465225,1.47,4751198,4821058,33.66,41926401,56040328,110/12,TSE
1806,冠軍,-,9.88,299176,24.65,263730,328742,-10.41,3596625,3222203,110/12,TSE
1809,中釉,-,0.59,211679,3.38,205963,212940,18.18,1860523,2198804,110/12,TSE
1810,和成,-,-12.23,588898,15.88,446003,516832,4.55,5098364,5330412,110/12,TSE
1817,凱撒衛,-,6.59,229057,5.16,232162,244160,2.86,2306521,2372638,110/12,TSE
1903,士紙,累計營業收入較去年同期增加，主要係出售營建房地收入。,-0.26,15546,11.24,13938,15505,104.44,159469,326024,110/12,TSE
1904,正隆,-,3.66,4155950,-0.06,4311433,4308455,12.15,40074390,44946666,110/12,TSE
1905,華紙,-,9.18,1832863,10.24,1815317,2001256,18.34,18616694,22031851,110/12,TSE
1906,寶隆,代理銷售工業用紙之噸數增加,-35.11,385518,251.76,71116,250159,47.99,1245462,1843261,110/12,TSE
1907,永豐餘,-,5.55,7099759,0.25,7475081,7493928,16.12,73452761,85297855,110/12,TSE
1909,榮成,-,-1.75,5329272,18.45,4420225,5235978,36.47,41449926,56570213,110/12,TSE
6790,永豐實,-,4.24,867475,-4.33,945295,904300,-2.53,10147738,9890353,110/12,TSE
2002,中鋼,-,-9.45,45282222,33.94,30607707,40998980,48.77,314783301,468328588,110/12,TSE
2006,東和鋼鐵,-,9.92,5248687,17.43,4913283,5769845,35.9,42905666,58310476,110/12,TSE
2007,燁興,-,-7.72,586783,6.05,510572,541477,25.56,5589791,7018786,110/12,TSE
2008,高興昌,主要係原物料價格上漲,-3.35,134729,17.99,110358,130213,61.1,962510,1550624,110/12,TSE
2009,第一銅,-,9.11,283203,31.96,234170,309020,42.38,2260596,3218804,110/12,TSE
2010,春源,-,-6.79,2454501,22.5,1867456,2287734,36.65,19257886,26316127,110/12,TSE
2012,春雨,-,-12.37,1208190,25.1,846245,1058724,46.63,8054708,11811403,110/12,TSE
2013,中鋼構,經檢視當月營收差異達50%，主係因本月電子廠房、大樓及公共建設等工程收入增加所致。,34.42,1476407,59.41,1244946,1984612,20.6,13242170,15971051,110/12,TSE
2014,中鴻,-,-17.72,4813514,21.17,3268303,3960426,46.08,36790154,53744012,110/12,TSE
2015,豐興,-,-8.52,3793073,24.29,2791614,3469789,40.52,27298052,38360406,110/12,TSE
2017,官田鋼,-,8.21,330687,-2.11,365613,357864,15.54,3493006,4036005,110/12,TSE
2020,美亞,-,-9.5,546223,0.97,489511,494293,29.26,5073769,6558618,110/12,TSE
2022,聚亨,-,-8.13,616183,-6.9,608070,566084,35.31,7930384,10730846,110/12,TSE
2023,燁輝,營收成長係因銷售量及售價皆明顯較去年同期提升所致,2.83,8011239,54.83,5320805,8238651,62.55,55395334,90046432,110/12,TSE
2024,志聯,-,-9.96,111663,-20.43,126359,100534,28.87,1184430,1526451,110/12,TSE
2025,千興,本月營收及累計營收較去年同期增加係因為客戶需求增加所致。,-36.65,389701,236.21,73423,246856,207.41,803775,2470941,110/12,TSE
2027,大成鋼,因美國市場需求暢旺所致,-13.03,8375852,21.77,5981364,7283767,63.69,59292515,97058324,110/12,TSE
2028,威致,景氣回升好轉，故營收增加,-32.49,1530794,8.39,953314,1033385,56.16,8690155,13571013,110/12,TSE
2029,盛餘,銷售量比去年同期多且銷售平均價格比去年同期上漲,-7.89,1255400,10.46,1046703,1156280,53.02,9381644,14356130,110/12,TSE
2030,彰源,-,1.0,1501187,46.55,1034605,1516248,44.29,10560947,15238772,110/12,TSE
2031,新光鋼,-,1.24,1042099,-0.59,1061397,1055080,43.14,9852311,14103042,110/12,TSE
2032,新鋼,-,-17.97,300281,-28.36,343823,246302,6.8,3266944,3489139,110/12,TSE
2033,佳大,-,6.16,76399,17.06,69290,81112,11.48,757773,844784,110/12,TSE
2034,允強,-,-35.0,1661156,1.35,1065252,1079643,39.79,12717152,17777919,110/12,TSE
2038,海光,-,7.18,998261,32.49,807588,1070006,34.53,7600525,10225130,110/12,TSE
2069,運錩,主要係鋼鐵需求量增加及價格上漲所致。,-8.06,1499792,60.85,857145,1378770,91.83,7433603,14260309,110/12,TSE
2211,長榮鋼,主要為鋼構事業認列價、量皆較去年同期增加。,-4.31,1673529,52.89,1047321,1601289,44.61,9410104,13608598,110/12,TSE
3004,豐達科,-,54.34,113771,9.97,159675,175598,-16.3,1704031,1426205,110/12,TSE
5007,三星,-,4.32,551139,-6.12,612479,574972,40.1,5072643,7107173,110/12,TSE
9958,世紀鋼,本年增加百分比達50%以上，主因風力事業陸續投產，影響收入較同期增加。,-25.27,1001073,21.75,614391,748038,55.01,6409182,9935452,110/12,TSE
2101,南港,"本公告係屬自結數,與會計師所出具之財報因匯率之故將存有略微差異,屆時請以財報為準.",-9.89,616133,-27.19,762495,555150,-16.79,9695119,8066791,110/12,TSE
2102,泰豐,"因美國反傾銷案,導致本公司12月營收及累計營收下滑",-10.8,125995,-66.53,335807,112379,-72.63,5704663,1561260,110/12,TSE
2103,台橡,-,-14.77,2966030,11.57,2265565,2527728,35.41,24024443,32533238,110/12,TSE
2104,國際中橡,-,-72.36,4739968,-26.33,1777900,1309757,43.86,17123573,24635415,110/12,TSE
2105,正新,無。,7.34,8111332,-5.29,9193646,8706887,5.82,96441717,102056524,110/12,TSE
2106,建大,-,-0.78,2673639,2.84,2579202,2652661,15.3,30267148,34898297,110/12,TSE
2107,厚生,主要係因本期營建收入較去年同期減少所致.,59.53,170384,-52.08,567302,271825,-14.84,3282256,2794884,110/12,TSE
2108,南帝,主係銷售增加,2.43,1229045,-44.63,2273889,1259030,63.24,14406298,23517742,110/12,TSE
2109,華豐,-,-0.68,515237,0.25,510421,511732,12.77,4895626,5520975,110/12,TSE
2114,鑫永銓,-,1.04,170657,21.99,141358,172444,21.33,1596510,1937056,110/12,TSE
6582,申豐,終端客戶因年底出口貨運受限，造成短期訂單影響。,63.42,140450,-68.68,732907,229537,54.91,5268419,8161714,110/12,TSE
1319,東陽,-,1.44,1668856,6.04,1596357,1692914,6.08,17322986,18376968,110/12,TSE
1339,昭輝,-,-14.54,166461,-25.13,189986,142241,-9.01,2112389,1922033,110/12,TSE
1512,瑞利,-,85.64,73290,32.49,102691,136056,-15.56,1187035,1002270,110/12,TSE
1521,大億,-,17.4,428555,0.8,499128,503128,4.06,4797166,4992142,110/12,TSE
1522,堤維西,-,-3.37,1496445,13.06,1278889,1445961,15.05,14395242,16562868,110/12,TSE
1524,耿鼎,-,-13.93,199860,-10.62,192467,172008,2.86,1908786,1963425,110/12,TSE
1525,江申,-,0.16,101964,-20.75,128884,102137,21.14,1052991,1275608,110/12,TSE
1533,車王電,-,129.94,225408,-15.13,610751,518311,2.37,2864833,2932774,110/12,TSE
1536,和大,-,-12.07,608985,-4.2,558952,535469,28.61,5204939,6694146,110/12,TSE
1568,倉佑,-,5.49,153240,-8.13,175969,161655,3.87,1757780,1825819,110/12,TSE
1587,吉茂,-,-11.29,201570,25.32,142664,178794,36.92,1725729,2362914,110/12,TSE
2201,裕隆,-,-6.42,7259140,-18.46,8331228,6792809,-5.67,82991534,78285913,110/12,TSE
2204,中華,-,17.05,1925806,-11.31,2541947,2254268,0.81,30874600,31125399,110/12,TSE
2206,三陽工業,-,1.29,3904346,-5.64,4191555,3954865,1.99,40803311,41616727,110/12,TSE
2207,和泰車,-,7.7,18675699,7.4,18727327,20114988,6.02,228727480,242507815,110/12,TSE
2227,裕日車,-,-9.49,1754197,-39.11,2607621,1587678,-16.83,29660639,24668384,110/12,TSE
2228,劍麟,-,11.09,299161,-9.47,367160,332356,6.72,3450032,3682095,110/12,TSE
2231,為升,-,11.81,343661,1.22,379608,384275,22.31,3336017,4080356,110/12,TSE
2233,宇隆,-,-2.33,243650,-15.67,282195,237970,27.35,2538399,3232810,110/12,TSE
2241,艾姆勒,-,5.81,96659,24.09,82425,102282,34.8,847270,1142146,110/12,TSE
2247,汎德永業,-,-4.53,3423001,-27.6,4513947,3267876,6.47,39561996,42122158,110/12,TSE
2497,怡利電,109年係因受新冠肺炎疫情影響，車廠停工，致營收大幅減少，110年新案量產，營收增加。,3.98,296016,49.73,205568,307811,51.57,1633351,2475727,110/12,TSE
3346,麗清,-,12.82,600396,33.02,509202,677368,29.94,4353053,5656469,110/12,TSE
4551,智伸科,-,-9.1,775950,8.96,647274,705286,23.09,7160275,8814067,110/12,TSE
6288,聯嘉,-,-16.71,316433,-20.53,331616,263532,-4.3,3776717,3614060,110/12,TSE
6605,帝寶,-,-11.45,1523013,10.41,1221408,1348615,13.55,14182183,16103889,110/12,TSE
2302,麗正,-,15.23,57374,-26.62,90108,66115,-2.12,761429,745281,110/12,TSE
2303,聯電,-,3.14,19661423,32.65,15287969,20279580,20.46,176820914,213011018,110/12,TSE
2329,華泰,-,1.66,1351328,13.42,1211186,1373837,15.14,13850513,15948138,110/12,TSE
2330,台積電,無。,4.79,148267599,32.39,117364912,155382230,18.52,1339254811,1587415037,110/12,TSE
2337,旺宏,-,-13.61,4737579,23.76,3306490,4092428,27.06,39800947,50572991,110/12,TSE
2338,光罩,-,-13.88,612729,23.08,428695,527643,30.22,4666756,6077362,110/12,TSE
2340,台亞,-,-3.87,441691,10.62,383798,424572,9.89,5590046,6143243,110/12,TSE
2342,茂矽,-,-3.06,179615,27.88,136152,174118,5.76,1845652,1951967,110/12,TSE
2344,華邦電,本公司之子公司新唐科技109/9/1完成對日本Panasonic Corporation半導體相關事業之併購，自完成日起該事業併入本公司合併財報,0.55,8559401,26.41,6808268,8607001,64.08,60683171,99569924,110/12,TSE
2351,順德,-,6.99,1001278,30.58,820376,1071281,31.94,8450611,11150360,110/12,TSE
2363,矽統,大陸部分地區供電不穩需求減少,-42.32,20424,-35.09,18150,11780,57.52,160071,252154,110/12,TSE
2369,菱生,-,-5.19,668860,18.84,533527,634088,41.69,5457586,7733302,110/12,TSE
2379,瑞昱,無,-0.08,9185014,34.18,6839511,9177653,35.68,77759469,105504285,110/12,TSE
2388,威盛,-,16.41,615645,13.01,634172,716680,7.84,6502741,7012620,110/12,TSE
2401,凌陽,-,-4.78,668039,1.58,626113,636053,24.11,6414140,7960831,110/12,TSE
2408,南亞科,-,-4.41,7256877,36.62,5077165,6936592,40.32,61005514,85604158,110/12,TSE
2434,統懋,-,1.14,8787,-37.67,14261,8888,2.22,132581,135535,110/12,TSE
2436,偉詮電,-,1.18,320962,21.63,266996,324760,37.48,2619977,3601983,110/12,TSE
2441,超豐,-,-5.18,1711521,15.22,1408365,1622801,32.37,14701682,19461143,110/12,TSE
2449,京元電子,-,2.41,3194064,38.06,2369350,3271294,16.57,28959304,33759389,110/12,TSE
2451,創見,-,-3.03,1179063,10.48,1034741,1143247,25.05,11446696,14314815,110/12,TSE
2454,聯發科,(1)差異原因說明：本年度主要產品線如智慧型手機、物聯網與電視晶片皆成長。(2)海外子公司之營收係以當月平均匯率換算之。,2.58,45039216,42.47,32428624,46202466,53.16,322145988,493414582,110/12,TSE
2458,義隆,-,-0.94,1386698,-18.45,1684377,1373531,21.37,15099690,18327973,110/12,TSE
2481,強茂,"本月營收淨額含二極體$1,142,405仟元及其他$15,123仟元，減銷退/折$3,836仟元。",-3.32,1193326,6.9,1079144,1153692,32.13,10487595,13857368,110/12,TSE
3006,晶豪科,本年累計營收相較去年累計營收有所成長，主要係因市場需求較去年成長所致。,0.4,1940898,40.86,1383372,1948743,56.18,15267139,23844898,110/12,TSE
3014,聯陽,-,-6.59,570523,16.21,458517,532880,49.12,4817829,7184586,110/12,TSE
3016,嘉晶,-,-8.01,460438,24.89,339095,423516,24.86,4039180,5043332,110/12,TSE
3034,聯詠,市場需求提升以及公司積極擴展業務，致營收較去年同期成長。,-1.51,12066865,62.65,7306153,11884027,69.3,79955521,135365510,110/12,TSE
3035,智原,因量產營收增加,5.48,885197,98.48,470458,933782,47.12,5495307,8085201,110/12,TSE
3041,揚智,本月營業收入較去年同期增加73%，係因本月IC產能供給略為緩解，可出貨量增加，使得客戶端缺貨壓力有所紓解。,39.5,258271,73.31,207892,360301,35.9,2071615,2815374,110/12,TSE
3054,立萬利,本期無電子相關營收致本期營收較去年同期減少。,-35.98,4544,-70.55,9878,2909,-82.73,276879,47813,110/12,TSE
3094,聯傑,-,5.45,21860,3.27,22320,23052,21.37,233542,283470,110/12,TSE
3189,景碩,-,-9.27,3494658,25.67,2522826,3170512,31.64,27098474,35672951,110/12,TSE
3257,虹冠電,-,-7.68,100074,-16.0,109982,92381,20.96,1071450,1296040,110/12,TSE
3413,京鼎,-,6.31,1114216,34.78,878868,1184540,23.17,9942056,12246437,110/12,TSE
3443,創意,-,-9.07,1675424,-23.38,1988227,1523360,11.33,13569441,15107915,110/12,TSE
3450,聯鈞,-,3.27,582621,9.59,549021,601685,15.92,6208576,7197540,110/12,TSE
3530,晶相光,-,-3.92,303844,-24.98,389138,291907,20.06,3328695,3996496,110/12,TSE
3532,台勝科,-,1.02,1059144,9.42,977908,1070027,1.94,11934697,12166313,110/12,TSE
3536,誠創,-,29.3,44614,-2.49,59165,57686,13.95,532635,606979,110/12,TSE
3545,敦泰,主力產品出貨提升,-11.11,1875267,9.62,1520548,1666828,59.35,13800348,21991497,110/12,TSE
3583,辛耘,-,12.15,489543,0.91,544084,549054,30.83,3580003,4683787,110/12,TSE
3588,通嘉,-,-5.05,200385,32.71,143352,190256,47.55,1446599,2134483,110/12,TSE
3592,瑞鼎,延續去年下半年的需求動能，整體銷貨增加。,8.6,2165195,52.3,1543866,2351451,72.15,14425152,24833838,110/12,TSE
3686,達能,矽料市場價格上漲，致使營收較去年同期業績大幅成長。,-58.23,29717,24.36,9979,12410,133.21,104515,243740,110/12,TSE
3711,日月光投控,-,-1.41,60522891,18.62,50298189,59664942,19.5,476978710,569997133,110/12,TSE
4919,新唐,本公司109/09/01完成對日本Panasonic Corporation半導體相關事業之併購，自完成日起該事業併入本公司合併財務報告,-2.5,3479936,-0.86,3422498,3392875,100.57,20668056,41455957,110/12,TSE
4952,凌通,-,-3.61,280601,3.64,260950,270459,23.49,2899677,3580908,110/12,TSE
4961,天鈺,本月營收較去年同期增加主係顯示器驅動IC出貨量增加所致,-11.4,2132368,43.62,1315347,1889223,110.09,10884838,22868238,110/12,TSE
4967,十銓,-,-13.86,740628,15.67,551477,637937,2.02,7501914,7653461,110/12,TSE
4968,立積,-,31.26,230654,-45.4,554547,302772,-0.63,5350200,5316267,110/12,TSE
5222,全訊,-,-5.52,78840,2.91,72374,74486,29.83,706035,916696,110/12,TSE
5269,祥碩,-,-0.8,378937,-42.62,655121,375876,-14.0,6987470,6009012,110/12,TSE
5285,界霖,-,-1.01,554650,16.48,471337,549042,45.65,4347192,6331893,110/12,TSE
5471,松翰,-,-19.32,413439,-28.13,464157,333546,9.21,5370626,5865539,110/12,TSE
6202,盛群,-,-15.92,647460,8.67,500936,544368,26.95,5614539,7127750,110/12,TSE
6239,力成,-,-2.71,7523849,18.15,6195206,7319725,9.99,76180649,83793572,110/12,TSE
6243,迅杰,-,23.13,55748,13.45,60507,68647,29.89,636513,826802,110/12,TSE
6257,矽格,-,14.47,1326575,25.47,1210277,1518590,34.21,12428549,16681264,110/12,TSE
6271,同欣電,-,-10.21,1247342,1.15,1107197,1119986,36.32,10179686,13877255,110/12,TSE
6515,穎崴,訂單增加，營收增加,-18.22,338367,59.55,173428,276714,-0.77,2909821,2887296,110/12,TSE
6531,愛普*,市場需求強勁故營收增加,6.47,558339,43.9,413123,594486,86.39,3551551,6619866,110/12,TSE
6533,晶心科,-,149.43,55093,8.25,126948,137422,41.09,581012,819778,110/12,TSE
6552,易華電,-,5.1,200213,3.53,203247,210433,13.45,2646853,3002859,110/12,TSE
6719,力智,主係全球市場對於電源管理晶片需求暢旺的影響，致本公司產品銷售業績增長。,1.68,553487,62.82,345632,562786,41.71,4199287,5950897,110/12,TSE
6756,威鋒電子,本期出貨量增加。,-12.49,334967,54.85,189273,293104,70.95,1969592,3367047,110/12,TSE
6770,力積電,受惠半導體產業熱絡，成熟製程晶片需求大增，產能供不應求，銷售量及銷售價格均較去年同期增加。,2.24,6720797,74.08,3947462,6871766,43.64,45684615,65622945,110/12,TSE
6789,采鈺,無,0.95,767926,31.62,588979,775238,29.98,6946349,9029178,110/12,TSE
6799,來頡,本公司營業收入本年增加百分比超過50%以上，主係因終端客戶需求增加所致。,2.16,105319,46.81,73291,107603,65.96,635552,1054785,110/12,TSE
8016,矽創,主係調漲產品售價所致,-2.85,2008761,32.63,1471326,1951479,61.21,13804562,22255670,110/12,TSE
8028,昇陽半導體,-,-2.31,253611,14.04,217216,247734,16.5,2442176,2845220,110/12,TSE
8081,致新,-,-2.55,767871,10.24,678692,748238,27.09,7407799,9415169,110/12,TSE
8110,華東,主係合併營收之主體增加所致。,6.04,783517,67.01,497503,830900,36.08,5965535,8118256,110/12,TSE
8131,福懋科,-,1.36,823288,5.52,790856,834523,2.39,9706776,9939192,110/12,TSE
8150,南茂,-,1.29,2236478,3.42,2190543,2265502,19.07,23011381,27400035,110/12,TSE
8261,富鼎,-,-12.76,400617,4.29,335066,349461,34.48,3125719,4203722,110/12,TSE
8271,宇瞻,-,-14.02,808775,17.62,591136,695325,21.39,7152222,8682393,110/12,TSE
2301,光寶科,-,0.93,14918003,12.04,13439321,15057937,4.91,157107409,164826564,110/12,TSE
2305,全友,-,19.62,56795,-2.3,69545,67942,7.51,582434,626223,110/12,TSE
2324,仁寶,無,3.58,123291570,11.65,114381030,127709100,17.8,1048929251,1235682098,110/12,TSE
2331,精英,-,-3.53,3542655,19.76,2853615,3417580,22.86,25979939,31919650,110/12,TSE
2352,佳世達,單月營收年成長率較前幾個月減少，是因明泰於去年八月成為合併子公司，營收基期較高所致。,5.86,20834694,14.89,19196953,22056771,17.87,191701702,225974104,110/12,TSE
2353,宏��,-,2.29,28854944,3.96,28391059,29515884,15.06,277112477,318847644,110/12,TSE
2356,英業達,-,8.69,47988547,20.67,43223749,52162104,2.25,508294896,519731824,110/12,TSE
2357,華碩,-,-6.7,55173366,19.78,42973286,51475119,29.6,412780439,534970985,110/12,TSE
2362,藍天,"受惠宅經濟,NB需求持續增加",-13.35,2663180,50.67,1531334,2307387,33.47,20219704,26987900,110/12,TSE
2364,倫飛,-,56.38,53303,-3.03,85973,83360,0.53,863406,867990,110/12,TSE
2365,昆盈,-,10.3,110445,-16.72,146287,121826,-17.38,1653269,1365912,110/12,TSE
2376,技嘉,-,-34.97,11835437,14.77,6704620,7695562,44.09,84602841,121909900,110/12,TSE
2377,微星,-,-21.83,19841796,24.52,12454321,15508581,37.75,146502188,201809688,110/12,TSE
2380,虹光,海外地區及中國地區銷售增加,3.37,217679,-15.64,266767,225020,55.1,1816963,2818160,110/12,TSE
2382,廣達,-,10.15,113245197,13.59,109820328,124746019,3.53,1090864091,1129454645,110/12,TSE
2387,精元,-,2.09,2352876,0.23,2396402,2402087,13.79,21179506,24100689,110/12,TSE
2395,研華,-,7.55,5171362,10.4,5037934,5562179,14.67,51119408,58622460,110/12,TSE
2397,友通,主係因新增合併子公司Brainstorm Corporation，致使本月營收增幅百分比達50%以上。,3.47,1440717,101.51,739807,1490842,58.22,8349522,13211276,110/12,TSE
2399,映泰,"主要係主機板及顯示卡等產品之銷售成長,使本月營收較去年同期增加",-25.49,357906,65.15,161447,266640,24.63,2226265,2774796,110/12,TSE
2405,輔信,-,-35.23,194855,-33.87,190855,126205,6.33,1732478,1842202,110/12,TSE
2417,圓剛,-,-6.54,355813,-35.76,517649,332533,-32.63,7026233,4733007,110/12,TSE
2424,隴華,本月減少因本月退回天線及配件11套，去年同期出貨3套。,-333.81,2061,-338.21,2023,-4819,-27.08,17978,13108,110/12,TSE
2425,承啟,-,51.81,601399,33.37,684549,913022,39.5,4672311,6518064,110/12,TSE
2442,新美齊,主要係109年12月對凱銳控股(股)公司及凱銳光電(股)公司等重要子公司喪失控制力，故自110年1月起不納入合併個體,-96.31,251671,-98.15,504004,9274,-71.25,5316470,1528310,110/12,TSE
2465,麗臺,本月及累計較去年同期分別成長6.64%及93.99%；主系大陸市場之人工智能行業應用對 RTX QUADRO、Geforce及DGX A100的需求增加。,-0.66,723190,6.64,673631,718379,93.98,4548266,8823056,110/12,TSE
2495,普安,-,-20.36,137510,8.79,100651,109502,5.21,1130547,1189488,110/12,TSE
3002,歐格,-,-35.0,71281,-21.17,58777,46330,-28.12,818717,588441,110/12,TSE
3005,神基,-,-7.2,2721741,-4.02,2631395,2525583,8.06,27837743,30084126,110/12,TSE
3013,晟銘電,-,9.09,608917,23.92,536042,664288,-13.7,6122425,5283347,110/12,TSE
3017,奇鋐,-,-1.94,4130517,14.61,3533740,4050057,19.32,39665534,47332739,110/12,TSE
3022,威強電,-,44.55,496134,3.89,690285,717181,4.97,5947578,6243509,110/12,TSE
3046,建��,-,-11.3,270247,12.55,212959,239698,46.53,1756214,2573408,110/12,TSE
3057,喬鼎,-,15.37,79440,23.33,74309,91651,-1.53,963405,948602,110/12,TSE
3060,銘異,-,0.92,410652,32.8,312091,414465,6.92,3889506,4158812,110/12,TSE
3231,緯創,-,11.45,86203518,30.66,73527923,96078329,1.9,845010900,861150088,110/12,TSE
3416,融程電,-,20.56,200008,33.94,180029,241133,35.48,1846405,2501627,110/12,TSE
3494,誠研,-,-34.07,43955,-41.53,49565,28976,-6.78,488725,455560,110/12,TSE
3515,華擎,"“本年累計營業收入淨額”採年平均匯率計算,“本月營業收入淨額”採該月平均匯率計算,故累計營收淨額與各月營收淨額加總會有差異",13.32,1945576,66.0,1328131,2204812,10.33,17912059,19762672,110/12,TSE
3652,精聯,-,8.28,177270,-12.57,219568,191948,17.94,1997606,2356165,110/12,TSE
3701,大眾控,-,3.55,1000784,11.81,926805,1036322,35.07,7432666,10039991,110/12,TSE
3706,神達,-,-5.53,3460295,-9.85,3626242,3268835,2.52,41145756,42185772,110/12,TSE
3712,永崴投控,主要係因子公司本月承接工程案件依進度認列收入,49.9,1486833,148.97,895236,2228883,60.8,6987657,11236564,110/12,TSE
4916,事欣科,-,7.79,156622,23.42,136786,168831,-37.29,3377708,2118009,110/12,TSE
4938,和碩,無,-1.55,158243901,11.21,140069514,155780369,-9.69,1399332906,1263713489,110/12,TSE
5258,虹堡,-,36.27,455269,26.07,492091,620426,20.45,3712255,4471422,110/12,TSE
6117,迎廣,-,2.12,186914,23.96,153979,190881,4.92,2201549,2309975,110/12,TSE
6128,上福,-,-6.02,486537,22.95,371884,457246,16.16,4237688,4922807,110/12,TSE
6166,凌華,-,42.54,893623,17.81,1081177,1273812,0.38,9636232,9673054,110/12,TSE
6206,飛捷,去年疫情導致基期低，今年恢復正常,-19.12,598848,66.78,290373,484299,16.96,4432992,5185089,110/12,TSE
6230,尼得科超眾,-,15.26,1138652,36.05,964700,1312507,20.69,9123421,11011928,110/12,TSE
6235,華孚,-,9.98,287780,23.93,255388,316512,41.45,1995334,2822520,110/12,TSE
6277,宏正,-,2.1,501023,6.0,482601,511586,7.07,4823613,5164734,110/12,TSE
6414,樺漢,-,15.24,10053061,13.01,10252085,11586117,14.25,84091485,96080377,110/12,TSE
6579,研揚,本月較去年同期增加主要係因出貨量增加所致。,18.86,727420,61.47,535472,864637,7.62,5898185,6347704,110/12,TSE
6669,緯穎,-,5.24,20549549,40.62,15378815,21626949,3.04,186927548,192625942,110/12,TSE
8114,振樺電,-,13.15,911604,16.11,888312,1031496,13.89,8089642,9213296,110/12,TSE
8163,達方,-,-8.47,2698152,14.28,2160714,2469392,25.13,22365370,27987640,110/12,TSE
8210,勤誠,-,13.66,820707,34.31,694569,932892,24.89,7544545,9423020,110/12,TSE
9912,偉聯,-,-28.42,74588,-0.28,53538,53383,17.3,538991,632260,110/12,TSE
2323,中環,-,-12.09,819753,-18.97,889292,720566,-7.38,9401027,8707150,110/12,TSE
2349,錸德,-,-17.54,650852,-6.86,576223,536689,13.87,6576456,7488944,110/12,TSE
2374,佳能,去年12 月因當時缺料，致使去年同期營收大幅減少。,8.53,402328,71.97,253918,436667,3.87,3442017,3575369,110/12,TSE
2393,億光,-,-6.09,1961745,-6.73,1975313,1842212,15.85,21602449,25028097,110/12,TSE
2406,國碩,-,9.2,700643,-14.21,891903,765125,-12.58,9551235,8348780,110/12,TSE
2409,友達,-,2.85,30884836,10.07,28857909,31765574,36.8,270955381,370685141,110/12,TSE
2426,鼎元,-,-1.86,250669,8.54,226629,245988,30.25,2428616,3163375,110/12,TSE
2429,銘旺科,-,-0.37,61635,-36.2,96250,61401,7.26,898150,963436,110/12,TSE
2438,翔耀,-,3.27,25533,-2.21,26966,26369,-0.77,379424,376482,110/12,TSE
2466,冠西電,-,-7.31,67048,-34.77,95273,62146,7.74,1245158,1341572,110/12,TSE
2486,一詮,-,-0.94,490102,12.36,432072,485495,42.25,4197470,5971020,110/12,TSE
2489,瑞軒,-,20.98,1797055,27.88,1700090,2174131,32.19,16797473,22205299,110/12,TSE
2491,吉祥全,-,-10.33,182900,28.74,127379,163994,-7.12,397956,369611,110/12,TSE
3008,大立光,-,3.44,4351997,-8.32,4910911,4502016,-16.05,55944489,46962402,110/12,TSE
3019,亞光,-,-4.11,2074117,28.6,1546445,1988757,33.09,15760719,20976847,110/12,TSE
3024,憶聲,今年海外訂單增加,20.07,88720,53.09,69582,106528,19.78,1280877,1534343,110/12,TSE
3031,佰鴻,-,7.62,126740,0.44,135808,136408,11.65,1372476,1532461,110/12,TSE
3038,全台,-,-6.02,381153,14.86,311850,358203,11.93,3737299,4183403,110/12,TSE
3049,和鑫,-,-19.88,351762,4.43,269825,281801,22.31,3086976,3775822,110/12,TSE
3050,鈺德,-,5.07,82304,23.88,69811,86485,5.09,964348,1013446,110/12,TSE
3051,力特,-,-13.25,247313,-13.92,249252,214534,32.01,2417825,3191830,110/12,TSE
3059,華晶科,-,46.11,702969,44.25,712028,1027148,48.88,6102675,9085774,110/12,TSE
3149,正達,-,-5.23,236559,19.07,188272,224176,6.75,2448536,2613833,110/12,TSE
3356,奇偶,-,-10.65,116480,15.6,90020,104064,7.67,1157329,1246178,110/12,TSE
3383,新世紀,-,-13.91,32839,-39.57,46785,28270,-7.79,551501,508491,110/12,TSE
3406,玉晶光,-,-4.2,1924776,25.99,1463391,1843773,5.37,15894783,16749325,110/12,TSE
3437,榮創,-,-8.38,334009,-39.64,507053,306017,-20.1,5483897,4381179,110/12,TSE
3454,晶睿,-,29.82,446925,25.39,462701,580222,-1.67,5544433,5451605,110/12,TSE
3481,群創,-,-0.26,26590789,-1.8,27007865,26520842,29.7,269911051,350076690,110/12,TSE
3504,揚明光,-,-0.39,453149,26.02,358163,451361,16.82,3905582,4562666,110/12,TSE
3535,晶彩科,本公司以銷售機台為主，110年12月出售機台較去年同期增加，此為產業特性，尚屬正常。,66.79,101900,98.48,85630,169962,23.45,1141503,1409254,110/12,TSE
3543,州巧,-,-1.37,309688,-1.65,310560,305418,13.28,3120453,3535076,110/12,TSE
3563,牧德,-,-14.79,229221,5.68,184805,195317,14.71,2397794,2750543,110/12,TSE
3576,聯合再生,"本公司產線擴增,且太陽能市場需求持續增加,以致營收較去年同期增加",43.14,1170844,85.94,901317,1675981,13.8,12511034,14237833,110/12,TSE
3591,艾笛森,-,-2.11,172428,21.78,138595,168784,10.68,1901238,2104363,110/12,TSE
3622,洋華,本年度增加原因：係因光電非消費性產品出貨增加所致。,64.46,83007,24.23,109890,136518,56.43,926478,1449291,110/12,TSE
3714,富采,富采於110/1/6公司始設立,0.53,3315863,,0,3333593,,0,36424760,110/12,TSE
